State,Year,Group_Name,Sub_Group_Name,Property Recovered,Property Stolen,Value of Property Recovered,Value of Property Stolen
Arizona,2004,Theft - Property,Theft,3,4,"4,092.00","6,171.00"
Alaska,2004,Theft - Property,Theft,7923,19173,"16,99,28,175.60","37,13,47,224.60"
Arkansas,2004,Theft - Property,Theft,14610,37085,"49,81,36,059.60","1,82,78,91,821.80"
Ohio,2004,Theft - Property,Theft,24,207,"53,64,704.40","1,43,43,580.90"
West Virginia,2004,Theft - Property,Theft,90,334,"1,63,39,668.00","12,92,45,114.90"
Utah,2004,Theft - Property,Theft,459,519,"3,01,080.00","5,60,747.00"
North Dakota,2004,Theft - Property,Theft,71,146,"14,28,142.80","36,09,544.40"
Louisiana,2004,Theft - Property,Theft,2957,5065,"6,18,78,265.20","12,68,38,637.20"
Pennsylvania,2004,Theft - Property,Theft,421,539,"77,57,059.20","1,09,64,281.90"
Oregon,2004,Theft - Property,Theft,1341,2199,"9,74,88,642.00","19,83,69,815.60"
Vermont,2004,Theft - Property,Theft,4440,14532,"30,14,43,198.00","49,43,38,617.30"
Guam,2004,Theft - Property,Theft,31,62,"20,26,994.40","41,36,242.00"
Wisconsin,2004,Theft - Property,Theft,15622,14901,"24,27,61,734.00","25,56,49,964.90"
Oklahoma,2004,Theft - Property,Theft,38,221,"56,83,496.40","72,97,626.60"
District of Columbia,2004,Theft - Property,Theft,5757,16240,"28,26,03,966.00","56,56,56,401.20"
Texas,2004,Theft - Property,Theft,490,1275,"1,00,21,491.60","3,47,51,279.20"
New Mexico,2004,Theft - Property,Theft,3614,12295,"9,70,93,168.80","43,10,50,710.20"
Nevada,2005,Theft - Property,Theft,52,78,"41,42,668.80","59,75,019.60"
Montana,2005,Theft - Property,Theft,13990,19886,"27,58,60,910.40","49,68,30,549.60"
Maryland,2005,Theft - Property,Theft,150,451,"78,40,381.20","3,86,54,667.70"
Delaware,2005,Theft - Property,Theft,1906,5414,"3,60,65,540.40","12,79,71,196.10"
Florida,2005,Theft - Property,Theft,1918,9190,"2,22,70,453.20","12,24,58,990.50"
Colorado,2005,Theft - Property,Theft,597,1167,"1,97,63,160.00","5,69,51,824.60"
South Dakota,2005,Theft - Property,Theft,2159,4760,"14,89,37,854.80","21,75,19,315.20"
California,2005,Theft - Property,Theft,38,63,"29,50,866.00","69,30,170.50"
Hawaii,2005,Theft - Property,Theft,11,43,"3,70,440.00","43,24,466.30"
New York,2005,Theft - Property,Theft,6907,15262,"8,12,84,934.00","1,10,01,56,184.60"
Idaho,2005,Theft - Property,Theft,179,417,"99,48,493.20","3,26,64,517.60"
Minnesota,2005,Theft - Property,Theft,5256,15159,"17,90,91,613.20","53,73,44,394.40"
Georgia,2005,Theft - Property,Theft,3663,7353,"20,55,63,595.20","33,05,70,637.10"
Kansas,2005,Theft - Property,Theft,295,586,"2,51,11,179.60","4,66,36,110.40"
Indiana,2005,Theft - Property,Theft,717,1616,"4,06,44,259.20","6,65,28,030.80"
South Carolina,2005,Theft - Property,Theft,1215,4769,"2,59,91,571.60","10,08,66,668.10"
Michigan,2005,Theft - Property,Theft,5405,14457,"29,57,18,696.40","51,11,04,743.60"
Missouri,2005,Theft - Property,Theft,2103,4441,"7,37,00,401.20","29,35,68,731.50"
Arizona,2005,Theft - Property,Theft,1,6,"1,200.00","2,65,372.80"
Alaska,2005,Theft - Property,Theft,7794,17561,"20,09,29,477.20","41,88,94,270.30"
Arkansas,2005,Theft - Property,Theft,15876,39608,"65,74,85,775.60","2,30,33,02,304.60"
Ohio,2005,Theft - Property,Theft,29,207,"6,12,168.00","1,39,28,466.20"
West Virginia,2005,Theft - Property,Theft,110,366,"42,35,935.20","2,07,23,846.00"
Utah,2005,Theft - Property,Theft,651,660,"25,45,663.20","32,51,614.30"
North Dakota,2005,Theft - Property,Theft,73,236,"24,28,368.00","72,26,687.60"
Louisiana,2005,Theft - Property,Theft,3496,5732,"10,72,07,665.20","20,63,65,872.90"
Pennsylvania,2005,Theft - Property,Theft,335,396,"63,47,061.60","92,62,696.30"
Oregon,2005,Theft - Property,Theft,1725,2485,"9,06,31,666.80","21,10,63,605.50"
Vermont,2005,Theft - Property,Theft,4639,11357,"37,12,79,551.20","59,55,48,487.60"
Guam,2005,Theft - Property,Theft,28,65,"13,40,244.00","28,46,734.00"
Wisconsin,2005,Theft - Property,Theft,14398,13473,"24,86,46,883.20","26,27,35,099.00"
Oklahoma,2005,Theft - Property,Theft,58,276,"35,04,896.40","76,90,207.80"
District of Columbia,2005,Theft - Property,Theft,5534,14923,"24,63,19,069.20","55,01,37,778.30"
Texas,2005,Theft - Property,Theft,548,1288,"1,46,19,285.60","4,97,21,514.70"
New Mexico,2005,Theft - Property,Theft,3256,10305,"6,55,77,482.40","27,89,66,662.70"
Nevada,2006,Theft - Property,Theft,52,86,"15,67,922.40","24,88,423.30"
Montana,2006,Theft - Property,Theft,13012,19729,"28,95,72,614.40","56,62,11,606.40"
Maryland,2006,Theft - Property,Theft,175,383,"63,45,445.20","1,98,51,583.40"
Delaware,2006,Theft - Property,Theft,2158,6647,"17,58,66,423.60","39,94,44,335.40"
Florida,2006,Theft - Property,Theft,1920,9989,"1,96,92,088.80","10,41,74,356.00"
Colorado,2006,Theft - Property,Theft,609,1049,"1,65,00,510.00","3,98,95,350.00"
South Dakota,2006,Theft - Property,Theft,1982,4473,"5,51,58,118.80","20,81,39,292.90"
California,2006,Theft - Property,Theft,36,52,"63,03,888.00","93,87,070.00"
Hawaii,2006,Theft - Property,Theft,15,54,"11,20,020.00","76,72,307.50"
New York,2006,Theft - Property,Theft,6228,14873,"8,96,63,826.00","1,24,15,36,716.20"
Idaho,2006,Theft - Property,Theft,176,413,"1,25,12,307.60","4,04,49,589.40"
Minnesota,2006,Theft - Property,Theft,5667,15581,"23,44,29,972.00","1,35,65,42,374.00"
Georgia,2006,Theft - Property,Theft,4466,8936,"26,90,41,106.40","48,61,11,629.30"
Kansas,2006,Theft - Property,Theft,301,686,"3,24,70,603.20","6,59,86,769.20"
Indiana,2006,Theft - Property,Theft,832,1646,"4,70,26,182.00","7,85,69,462.40"
South Carolina,2006,Theft - Property,Theft,1145,5247,"1,63,94,130.00","7,86,08,571.80"
Michigan,2006,Theft - Property,Theft,5069,12666,"22,73,53,100.40","52,83,81,709.90"
Missouri,2006,Theft - Property,Theft,1870,4287,"6,85,62,246.00","32,81,37,597.70"
Arizona,2006,Theft - Property,Theft,11,14,"1,21,440.00","3,82,910.00"
Alaska,2006,Theft - Property,Theft,8090,18473,"23,32,31,955.60","48,31,85,008.90"
Arkansas,2006,Theft - Property,Theft,15902,39313,"67,45,22,233.20","2,32,36,60,324.70"
Ohio,2006,Theft - Property,Theft,17,247,"5,44,200.00","1,03,57,967.40"
West Virginia,2006,Theft - Property,Theft,111,400,"29,38,200.00","2,87,00,785.30"
Utah,2006,Theft - Property,Theft,608,629,"66,45,631.20","3,08,02,064.70"
North Dakota,2006,Theft - Property,Theft,139,275,"81,37,558.80","8,68,43,576.60"
Louisiana,2006,Theft - Property,Theft,3691,5575,"9,31,58,965.20","24,50,31,153.40"
Pennsylvania,2006,Theft - Property,Theft,299,476,"1,00,40,898.00","1,42,95,506.50"
Oregon,2006,Theft - Property,Theft,2004,3353,"10,80,21,220.80","26,34,16,809.70"
Vermont,2006,Theft - Property,Theft,4791,13991,"40,28,50,732.80","64,74,80,146.50"
Guam,2006,Theft - Property,Theft,47,96,"31,85,640.00","48,13,208.40"
Wisconsin,2006,Theft - Property,Theft,12958,11603,"27,11,49,736.80","27,44,35,667.00"
Oklahoma,2006,Theft - Property,Theft,24,333,"26,21,025.60","1,21,40,883.70"
District of Columbia,2006,Theft - Property,Theft,5783,15015,"35,09,82,944.40","62,23,12,073.90"
Texas,2006,Theft - Property,Theft,554,1164,"1,66,96,926.00","5,18,84,333.60"
New Mexico,2006,Theft - Property,Theft,2299,10652,"7,33,14,663.60","31,66,89,721.70"
Nevada,2007,Theft - Property,Theft,35,95,"17,27,532.00","52,89,440.20"
Montana,2007,Theft - Property,Theft,13530,20278,"36,20,78,113.20","56,57,57,520.90"
Maryland,2007,Theft - Property,Theft,233,436,"1,16,64,199.20","3,12,60,618.40"
Delaware,2007,Theft - Property,Theft,2377,6591,"4,47,68,673.60","11,31,33,156.40"
Florida,2007,Theft - Property,Theft,1734,10026,"2,47,01,653.20","13,29,86,034.50"
Colorado,2007,Theft - Property,Theft,624,1479,"2,92,24,728.00","9,33,11,702.00"
South Dakota,2007,Theft - Property,Theft,2035,4574,"11,69,09,616.00","22,14,04,092.80"
California,2007,Theft - Property,Theft,39,74,"86,14,416.00","1,27,96,064.60"
Hawaii,2007,Theft - Property,Theft,8,37,"7,25,460.00","64,17,301.00"
New York,2007,Theft - Property,Theft,5804,14481,"7,75,58,528.40","1,04,65,18,976.80"
Idaho,2007,Theft - Property,Theft,163,411,"88,74,086.40","4,22,53,762.10"
Minnesota,2007,Theft - Property,Theft,5770,15340,"21,14,18,626.80","69,68,02,200.60"
Georgia,2007,Theft - Property,Theft,4579,9390,"28,16,63,827.20","49,09,26,510.80"
Kansas,2007,Theft - Property,Theft,370,915,"3,92,58,624.00","8,82,50,302.80"
Indiana,2007,Theft - Property,Theft,776,1493,"4,19,01,669.60","6,95,54,868.90"
South Carolina,2007,Theft - Property,Theft,1148,6007,"1,85,66,378.40","12,04,35,229.20"
Michigan,2007,Theft - Property,Theft,6404,12130,"17,49,73,581.60","69,48,29,328.60"
Missouri,2007,Theft - Property,Theft,2254,4519,"9,98,09,946.00","37,06,80,956.80"
Arizona,2007,Theft - Property,Theft,3,17,"79,916.40","2,42,245.30"
Alaska,2007,Theft - Property,Theft,7986,19037,"26,23,20,530.40","55,47,68,591.30"
Arkansas,2007,Theft - Property,Theft,16393,40373,"81,69,80,473.20","3,38,47,42,540.30"
Ohio,2007,Theft - Property,Theft,23,386,"13,36,692.00","1,58,68,545.00"
West Virginia,2007,Theft - Property,Theft,171,425,"69,85,789.20","2,05,26,943.80"
Utah,2007,Theft - Property,Theft,610,622,"2,32,10,358.00","3,99,61,986.90"
North Dakota,2007,Theft - Property,Theft,88,304,"1,31,39,628.00","3,20,51,520.60"
Louisiana,2007,Theft - Property,Theft,3371,5806,"9,19,24,570.80","25,23,91,381.00"
Pennsylvania,2007,Theft - Property,Theft,383,669,"1,27,18,069.20","1,95,00,702.10"
Oregon,2007,Theft - Property,Theft,2746,4395,"16,27,69,054.80","39,43,14,545.90"
Vermont,2007,Theft - Property,Theft,5061,15307,"49,73,82,529.20","77,45,44,285.90"
Guam,2007,Theft - Property,Theft,57,100,"33,37,908.00","62,83,299.00"
Wisconsin,2007,Theft - Property,Theft,12299,11234,"36,21,92,286.00","36,78,81,178.50"
Oklahoma,2007,Theft - Property,Theft,67,349,"27,75,120.00","3,45,92,643.80"
District of Columbia,2007,Theft - Property,Theft,5818,16426,"63,02,74,934.40","94,20,76,427.60"
Texas,2007,Theft - Property,Theft,552,1275,"2,68,99,419.60","7,06,78,837.90"
New Mexico,2007,Theft - Property,Theft,2609,11685,"6,99,78,490.80","53,33,34,532.50"
Nevada,2008,Theft - Property,Theft,64,109,"24,76,254.00","56,52,933.00"
Montana,2008,Theft - Property,Theft,13715,20675,"47,71,10,217.60","79,33,74,287.20"
Maryland,2008,Theft - Property,Theft,221,378,"1,05,73,059.60","5,68,78,683.40"
Delaware,2008,Theft - Property,Theft,2507,6810,"5,02,66,231.20","16,06,70,313.10"
Florida,2008,Theft - Property,Theft,2329,11225,"3,50,66,938.80","30,10,17,036.10"
Colorado,2008,Theft - Property,Theft,579,1692,"3,35,53,975.20","9,53,10,513.10"
South Dakota,2008,Theft - Property,Theft,2019,5167,"8,01,37,000.80","18,47,45,942.70"
California,2008,Theft - Property,Theft,29,46,"16,19,427.60","61,24,342.40"
Hawaii,2008,Theft - Property,Theft,20,42,"29,85,120.00","77,45,424.50"
New York,2008,Theft - Property,Theft,3954,16037,"7,48,23,652.80","1,28,66,15,349.80"
Idaho,2008,Theft - Property,Theft,199,506,"2,07,75,592.80","5,64,64,615.90"
Minnesota,2008,Theft - Property,Theft,6268,17473,"25,61,04,716.40","78,94,06,400.20"
Georgia,2008,Theft - Property,Theft,4469,10803,"27,99,11,412.00","52,57,31,199.40"
Kansas,2008,Theft - Property,Theft,477,965,"2,89,59,672.00","9,16,65,742.30"
Indiana,2008,Theft - Property,Theft,708,1762,"4,99,19,524.80","9,71,19,965.80"
South Carolina,2008,Theft - Property,Theft,1176,6179,"2,47,53,259.20","14,56,03,696.70"
Michigan,2008,Theft - Property,Theft,5184,15069,"40,92,46,299.60","82,97,70,788.00"
Missouri,2008,Theft - Property,Theft,2395,4528,"8,93,03,934.00","30,82,04,832.10"
Arizona,2008,Theft - Property,Theft,2,7,"10,800.00","81,400.00"
Alaska,2008,Theft - Property,Theft,8155,20892,"23,05,29,309.60","64,13,23,866.70"
Arkansas,2008,Theft - Property,Theft,17802,44764,"88,90,60,034.40","3,68,63,58,871.80"
Ohio,2008,Theft - Property,Theft,22,379,"13,81,500.00","4,22,09,308.90"
West Virginia,2008,Theft - Property,Theft,155,559,"51,71,313.60","5,73,69,567.20"
Utah,2008,Theft - Property,Theft,609,624,"1,96,48,317.60","2,40,48,796.20"
North Dakota,2008,Theft - Property,Theft,56,280,"31,58,743.20","7,83,62,632.70"
Louisiana,2008,Theft - Property,Theft,3755,6062,"9,09,99,103.20","24,68,85,742.40"
Pennsylvania,2008,Theft - Property,Theft,306,585,"1,05,03,220.80","2,02,32,709.20"
Oregon,2008,Theft - Property,Theft,3015,4648,"21,09,71,649.60","40,33,67,433.70"
Vermont,2008,Theft - Property,Theft,5175,16162,"51,04,18,333.20","77,21,75,910.00"
Guam,2008,Theft - Property,Theft,60,108,"47,97,192.00","67,83,964.00"
Wisconsin,2008,Theft - Property,Theft,13209,12766,"38,09,80,069.20","41,58,76,685.40"
Oklahoma,2008,Theft - Property,Theft,214,424,"31,37,772.00","2,14,75,584.90"
District of Columbia,2008,Theft - Property,Theft,6452,18165,"77,09,94,818.40","1,08,73,14,969.40"
Texas,2008,Theft - Property,Theft,540,1302,"2,49,64,281.60","8,36,47,763.10"
New Mexico,2008,Theft - Property,Theft,2770,14734,"8,13,36,241.20","51,92,60,592.40"
Nevada,2009,Theft - Property,Theft,69,114,"43,48,206.00","56,37,287.70"
Montana,2009,Theft - Property,Theft,13396,20334,"52,18,43,898.00","85,67,10,595.40"
Maryland,2009,Theft - Property,Theft,180,324,"68,40,060.00","3,42,81,067.70"
Delaware,2009,Theft - Property,Theft,2326,6497,"11,40,81,112.80","38,09,61,650.30"
Florida,2009,Theft - Property,Theft,2280,12938,"4,94,68,269.60","34,44,22,927.20"
Colorado,2009,Theft - Property,Theft,505,1471,"2,50,97,784.00","9,21,60,698.30"
South Dakota,2009,Theft - Property,Theft,1983,4923,"10,90,17,691.20","23,02,44,991.90"
California,2009,Theft - Property,Theft,22,54,"13,17,369.60","79,15,094.00"
Hawaii,2009,Theft - Property,Theft,10,35,"2,52,942.00","24,83,712.00"
New York,2009,Theft - Property,Theft,4412,18471,"14,51,43,308.40","2,12,88,28,920.90"
Idaho,2009,Theft - Property,Theft,216,714,"1,69,23,999.60","6,21,61,605.00"
Minnesota,2009,Theft - Property,Theft,5777,16638,"25,99,44,130.80","93,48,86,476.70"
Georgia,2009,Theft - Property,Theft,4402,10975,"24,44,22,879.60","53,06,81,699.90"
Kansas,2009,Theft - Property,Theft,361,697,"3,59,17,921.20","8,80,59,187.70"
Indiana,2009,Theft - Property,Theft,1100,2139,"6,97,78,399.20","13,14,86,667.40"
South Carolina,2009,Theft - Property,Theft,1358,6559,"3,42,85,896.00","16,89,61,687.40"
Michigan,2009,Theft - Property,Theft,5505,17490,"51,21,45,860.40","91,36,46,936.40"
Missouri,2009,Theft - Property,Theft,2557,4417,"9,30,80,032.80","25,85,25,923.70"
Arizona,2009,Theft - Property,Theft,3,9,"1,20,000.00","3,04,700.00"
Alaska,2009,Theft - Property,Theft,7622,19771,"33,86,53,111.20","70,00,38,743.80"
Arkansas,2009,Theft - Property,Theft,16755,43102,"85,84,65,494.40","3,45,69,64,253.60"
Ohio,2009,Theft - Property,Theft,16,335,"12,72,840.00","2,37,23,233.60"
West Virginia,2009,Theft - Property,Theft,135,449,"91,11,852.00","3,83,70,131.80"
Utah,2009,Theft - Property,Theft,593,647,"2,41,39,527.60","12,28,50,715.90"
North Dakota,2009,Theft - Property,Theft,62,295,"1,85,50,146.00","6,16,31,141.00"
Louisiana,2009,Theft - Property,Theft,2994,6048,"15,44,93,934.00","34,84,19,365.80"
Pennsylvania,2009,Theft - Property,Theft,426,604,"1,34,42,946.00","1,81,03,708.70"
Oregon,2009,Theft - Property,Theft,2722,4686,"21,70,12,809.60","44,26,24,066.50"
Vermont,2009,Theft - Property,Theft,2047,10044,"63,07,06,976.40","1,07,65,27,038.40"
Guam,2009,Theft - Property,Theft,32,53,"18,21,000.00","32,03,750.00"
Wisconsin,2009,Theft - Property,Theft,13157,13355,"44,09,84,167.20","49,96,73,582.10"
Oklahoma,2009,Theft - Property,Theft,119,353,"42,61,596.00","3,08,97,813.10"
District of Columbia,2009,Theft - Property,Theft,5815,21236,"30,25,40,650.80","81,05,55,159.70"
Texas,2009,Theft - Property,Theft,602,1139,"2,15,03,377.20","7,24,24,792.00"
New Mexico,2009,Theft - Property,Theft,3231,14563,"11,29,98,019.20","61,65,72,426.80"
Nevada,2010,Theft - Property,Theft,52,103,"12,14,826.00","56,26,700.20"
Montana,2010,Theft - Property,Theft,15382,22404,"59,50,95,933.60","97,56,44,248.70"
Maryland,2010,Theft - Property,Theft,165,378,"1,70,20,080.00","4,29,40,295.20"
Delaware,2010,Theft - Property,Theft,1409,6681,"9,18,65,053.20","31,40,59,692.10"
Florida,2010,Theft - Property,Theft,2287,13212,"5,50,00,417.20","35,49,13,570.00"
Colorado,2010,Theft - Property,Theft,477,1259,"5,50,79,259.60","10,74,89,971.60"
South Dakota,2010,Theft - Property,Theft,1933,4934,"9,18,91,825.20","23,71,87,211.80"
California,2010,Theft - Property,Theft,20,54,"15,64,440.00","69,23,026.00"
Hawaii,2010,Theft - Property,Theft,19,40,"41,28,702.00","70,54,643.20"
New York,2010,Theft - Property,Theft,4599,19625,"14,78,07,298.80","1,75,87,30,158.90"
Idaho,2010,Theft - Property,Theft,319,864,"1,69,40,492.40","14,38,92,423.40"
Minnesota,2010,Theft - Property,Theft,5207,14216,"30,51,87,841.20","90,70,04,363.10"
Georgia,2010,Theft - Property,Theft,4956,13826,"28,27,35,436.80","64,67,89,652.30"
Kansas,2010,Theft - Property,Theft,385,711,"5,06,26,699.20","10,74,39,370.50"
Indiana,2010,Theft - Property,Theft,1005,2117,"9,41,82,284.40","15,79,94,510.30"
South Carolina,2010,Theft - Property,Theft,1407,6027,"3,72,26,696.40","15,52,54,392.70"
Michigan,2010,Theft - Property,Theft,6610,17079,"70,51,69,617.60","1,61,67,53,191.90"
Missouri,2010,Theft - Property,Theft,2152,3455,"8,75,10,151.20","22,75,11,783.40"
Arizona,2010,Theft - Property,Theft,2,3,"10,800.00","19,800.00"
Alaska,2010,Theft - Property,Theft,6816,18295,"32,62,07,198.40","72,57,54,585.60"
Arkansas,2010,Theft - Property,Theft,17100,44509,"1,14,99,17,314.80","4,00,48,54,579.00"
Ohio,2010,Theft - Property,Theft,31,354,"14,20,440.00","3,32,29,200.40"
West Virginia,2010,Theft - Property,Theft,172,544,"86,82,780.00","4,10,41,871.20"
Utah,2010,Theft - Property,Theft,715,691,"1,95,52,652.40","3,81,39,515.70"
North Dakota,2010,Theft - Property,Theft,74,316,"3,73,84,392.00","24,58,19,326.50"
Louisiana,2010,Theft - Property,Theft,3523,6436,"26,47,62,177.60","73,02,04,050.40"
Pennsylvania,2010,Theft - Property,Theft,271,454,"1,41,60,960.00","2,07,03,804.00"
Oregon,2010,Theft - Property,Theft,2857,4596,"27,76,70,262.00","54,77,73,017.00"
Vermont,2010,Theft - Property,Theft,4894,17834,"70,57,14,711.60","1,08,73,14,826.40"
Guam,2010,Theft - Property,Theft,22,45,"14,24,400.00","31,18,909.20"
Wisconsin,2010,Theft - Property,Theft,11816,12396,"43,74,17,798.40","51,08,50,824.00"
Oklahoma,2010,Theft - Property,Theft,88,349,"35,46,030.00","1,28,88,196.20"
District of Columbia,2010,Theft - Property,Theft,5961,23364,"31,01,20,384.80","84,49,06,804.50"
Texas,2010,Theft - Property,Theft,735,1512,"3,85,55,167.20","8,90,00,731.60"
New Mexico,2010,Theft - Property,Theft,3585,16480,"61,08,55,453.20","2,91,98,93,609.60"
Nevada,2001,Total Property,Total Property Stolen & Recovered,55,122,"14,30,614.80","35,02,924.70"
Montana,2001,Total Property,Total Property Stolen & Recovered,13686,21310,"22,33,24,083.60","52,36,42,147.60"
Maryland,2001,Total Property,Total Property Stolen & Recovered,306,729,"1,15,83,420.00","6,43,31,361.60"
Delaware,2001,Total Property,Total Property Stolen & Recovered,2192,8311,"2,99,87,211.60","13,37,62,436.50"
Florida,2001,Total Property,Total Property Stolen & Recovered,3424,15728,"5,72,55,823.20","46,49,76,842.00"
Colorado,2001,Total Property,Total Property Stolen & Recovered,728,1656,"2,53,37,534.40","5,44,79,819.90"
South Dakota,2001,Total Property,Total Property Stolen & Recovered,3364,8410,"4,47,98,367.60","12,34,66,701.60"
California,2001,Total Property,Total Property Stolen & Recovered,44,90,"63,77,323.20","1,27,65,001.70"
Hawaii,2001,Total Property,Total Property Stolen & Recovered,21,80,"27,88,192.80","1,55,66,273.80"
New York,2001,Total Property,Total Property Stolen & Recovered,6011,21395,"26,19,05,512.80","2,34,03,08,732.30"
Idaho,2001,Total Property,Total Property Stolen & Recovered,295,853,"1,14,25,831.20","26,38,80,961.30"
Minnesota,2001,Total Property,Total Property Stolen & Recovered,7533,20749,"27,32,31,907.20","1,26,47,98,563.60"
Georgia,2001,Total Property,Total Property Stolen & Recovered,5205,8956,"30,93,95,979.60","44,53,80,581.80"
Kansas,2001,Total Property,Total Property Stolen & Recovered,374,1337,"2,95,50,782.40","6,49,12,864.50"
Indiana,2001,Total Property,Total Property Stolen & Recovered,850,3001,"4,02,90,921.60","11,05,53,104.20"
South Carolina,2001,Total Property,Total Property Stolen & Recovered,1439,4899,"1,68,62,910.00","13,93,35,280.70"
Michigan,2001,Total Property,Total Property Stolen & Recovered,6785,17883,"26,22,37,563.60","64,22,71,153.70"
Missouri,2001,Total Property,Total Property Stolen & Recovered,3386,8876,"11,93,92,239.60","47,64,50,541.60"
Arizona,2001,Total Property,Total Property Stolen & Recovered,5,10,"42,480.00","1,20,219.00"
Alaska,2001,Total Property,Total Property Stolen & Recovered,12015,31921,"24,46,58,696.40","55,14,31,148.40"
Arkansas,2001,Total Property,Total Property Stolen & Recovered,21203,51147,"1,02,80,36,478.00","4,40,12,86,247.60"
Ohio,2001,Total Property,Total Property Stolen & Recovered,48,387,"43,90,267.20","3,41,19,041.00"
West Virginia,2001,Total Property,Total Property Stolen & Recovered,195,606,"43,95,254.40","1,52,55,680.00"
Utah,2001,Total Property,Total Property Stolen & Recovered,883,1289,"1,20,46,346.40","2,07,43,197.20"
North Dakota,2001,Total Property,Total Property Stolen & Recovered,122,394,"81,67,005.60","8,91,17,684.70"
Louisiana,2001,Total Property,Total Property Stolen & Recovered,5169,8642,"6,30,33,421.20","24,28,16,059.20"
Pennsylvania,2001,Total Property,Total Property Stolen & Recovered,309,553,"53,06,110.80","1,14,83,303.70"
Oregon,2001,Total Property,Total Property Stolen & Recovered,3106,5058,"27,00,07,828.80","51,24,13,908.60"
Vermont,2001,Total Property,Total Property Stolen & Recovered,8011,21527,"42,98,61,823.20","64,09,98,840.90"
Guam,2001,Total Property,Total Property Stolen & Recovered,41,110,"13,90,614.00","36,86,389.30"
Wisconsin,2001,Total Property,Total Property Stolen & Recovered,17641,20915,"40,01,27,469.60","80,85,15,155.80"
Oklahoma,2001,Total Property,Total Property Stolen & Recovered,133,492,"8,69,004.00","1,51,35,560.00"
District of Columbia,2001,Total Property,Total Property Stolen & Recovered,9564,31204,"1,01,54,65,064.40","1,63,44,43,352.30"
Texas,2001,Total Property,Total Property Stolen & Recovered,560,1994,"1,90,26,484.80","9,29,28,928.40"
New Mexico,2001,Total Property,Total Property Stolen & Recovered,4446,15473,"13,39,13,694.00","47,06,76,671.30"
Nevada,2002,Total Property,Total Property Stolen & Recovered,38,94,"8,00,110.80","20,26,993.10"
Montana,2002,Total Property,Total Property Stolen & Recovered,14348,24089,"25,99,27,897.20","60,50,12,079.10"
Maryland,2002,Total Property,Total Property Stolen & Recovered,301,696,"1,77,43,305.60","4,34,31,861.00"
Delaware,2002,Total Property,Total Property Stolen & Recovered,2303,8729,"3,56,55,571.20","15,39,75,522.80"
Florida,2002,Total Property,Total Property Stolen & Recovered,3281,16433,"5,67,25,826.40","27,96,63,340.00"
Colorado,2002,Total Property,Total Property Stolen & Recovered,616,1747,"2,76,34,874.40","7,85,21,906.10"
South Dakota,2002,Total Property,Total Property Stolen & Recovered,3129,7384,"4,87,46,239.20","19,03,09,562.30"
California,2002,Total Property,Total Property Stolen & Recovered,70,112,"73,00,381.20","1,64,24,529.00"
Hawaii,2002,Total Property,Total Property Stolen & Recovered,45,111,"64,17,163.20","1,80,53,174.70"
New York,2002,Total Property,Total Property Stolen & Recovered,8415,19279,"12,04,52,264.40","2,16,57,99,065.10"
Idaho,2002,Total Property,Total Property Stolen & Recovered,224,808,"1,18,16,589.60","7,70,74,325.90"
Minnesota,2002,Total Property,Total Property Stolen & Recovered,7582,21214,"23,96,52,471.60","5,95,68,08,682.00"
Georgia,2002,Total Property,Total Property Stolen & Recovered,5335,8726,"33,34,80,680.40","46,89,65,993.10"
Kansas,2002,Total Property,Total Property Stolen & Recovered,379,1148,"2,75,15,814.00","14,35,99,582.50"
Indiana,2002,Total Property,Total Property Stolen & Recovered,1080,3091,"4,23,54,254.40","11,23,75,115.60"
South Carolina,2002,Total Property,Total Property Stolen & Recovered,1778,6518,"3,02,53,488.00","17,12,71,222.10"
Michigan,2002,Total Property,Total Property Stolen & Recovered,7545,18886,"31,71,41,968.80","70,27,41,207.30"
Missouri,2002,Total Property,Total Property Stolen & Recovered,3454,9559,"14,13,77,268.00","69,47,77,574.70"
Arizona,2002,Total Property,Total Property Stolen & Recovered,7,18,"1,02,354.00","2,30,708.50"
Alaska,2002,Total Property,Total Property Stolen & Recovered,13384,31833,"27,13,06,100.40","63,36,16,014.90"
Arkansas,2002,Total Property,Total Property Stolen & Recovered,20343,48912,"1,56,08,68,164.00","10,79,82,34,141.20"
Ohio,2002,Total Property,Total Property Stolen & Recovered,29,365,"21,77,106.00","2,55,27,625.20"
West Virginia,2002,Total Property,Total Property Stolen & Recovered,161,644,"61,14,583.20","1,97,87,561.20"
Utah,2002,Total Property,Total Property Stolen & Recovered,980,1274,"1,10,65,242.00","3,60,93,061.40"
North Dakota,2002,Total Property,Total Property Stolen & Recovered,220,450,"69,03,330.00","3,04,08,885.10"
Louisiana,2002,Total Property,Total Property Stolen & Recovered,4094,7894,"9,13,07,932.80","23,38,61,632.40"
Pennsylvania,2002,Total Property,Total Property Stolen & Recovered,260,574,"58,76,912.40","1,53,95,538.40"
Oregon,2002,Total Property,Total Property Stolen & Recovered,3568,5132,"39,69,41,641.20","61,98,52,051.50"
Vermont,2002,Total Property,Total Property Stolen & Recovered,6880,19321,"40,63,32,309.60","62,71,83,150.00"
Guam,2002,Total Property,Total Property Stolen & Recovered,30,100,"4,78,182.00","9,19,633.00"
Wisconsin,2002,Total Property,Total Property Stolen & Recovered,19648,21951,"47,01,02,676.00","76,50,81,806.50"
